# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/data/input.gtf" "-o" "/data/output/featureCounts.tsv" "-T" "1" "-s" "0" "-p" "/data/input.bam"
Geneid	Chr	Start	End	Strand	Length	/data/input.bam
ENSG00000112159	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	90352218;90352494;90353231;90353662;90354734;90354734;90356259;90356259;90357751;90357751;90357975;90357975;90359743;90359743;90360451;90360451;90361911;90361911;90362711;90362711;90363883;90363883;90365483;90365483;90366419;90366419;90367928;90367928;90368329;90368329;90371150;90371150;90371806;90371806;90372511;90372511;90374206;90374206;90377733;90377733;90380637;90380638;90380638;90381919;90381919;90381919;90382266;90382266;90382955;90382955;90383823;90383823;90385183;90385183;90385821;90385821;90387289;90387289;90388318;90388318;90390308;90390308;90392851;90392851;90393550;90393550;90394595;90394595;90395546;90395546;90396621;90396621;90397063;90397063;90397797;90397797;90398292;90398292;90399589;90399589;90400392;90400392;90402162;90402162;90403793;90403798;90405324;90405324;90406079;90406079;90408584;90408584;90409320;90409320;90409782;90409782;90410365;90410365;90411277;90411277;90411623;90411623;90415778;90415778;90417080;90417080;90418215;90418215;90420400;90420400;90421755;90421755;90422294;90422294;90422867;90422867;90424262;90424262;90425372;90425372;90426369;90426369;90428085;90428085;90428486;90428486;90428855;90428855;90432674;90432674;90433231;90433231;90434918;90434918;90437552;90437552;90438650;90438650;90440445;90440445;90442276;90442276;90448045;90448045;90449953;90449953;90452869;90452869;90453295;90453295;90454992;90454992;90455211;90455211;90457048;90457048;90458942;90458942;90458942;90459262;90459262;90459262;90460073;90460073;90460073;90461150;90461150;90461150;90463231;90463231;90463231;90463802;90463802;90463802;90465996;90465996;90465996;90467974;90467974;90467974;90468535;90468535;90468535;90471364;90471364;90471364;90472038;90472038;90472038;90481280;90481280;90481280;90482292;90482292;90482292;90484340;90484340;90484340;90486319;90486319;90486319;90489931;90489931;90489931;90491118;90491118;90491118;90494731;90494731;90497573;90497573;90499499;90499499;90499499;90499878;90499878;90499878;90503481;90503481;90503481;90503819;90503819;90503819;90504296;90504296;90504296;90513047;90513047;90513047;90529225;90529225;90529225	90353912;90352931;90353912;90353912;90354876;90354876;90356322;90356322;90357865;90357865;90358048;90358048;90359917;90359917;90360566;90360566;90362000;90362000;90362874;90362874;90364053;90364053;90365687;90365687;90366520;90366520;90368089;90368089;90368636;90368636;90371297;90371297;90371958;90371958;90372686;90372686;90374347;90374347;90377870;90377870;90380799;90380799;90380799;90382293;90382082;90382082;90382421;90382421;90383181;90383181;90384308;90384308;90385298;90385298;90385926;90385926;90387415;90387415;90388464;90388464;90390470;90390470;90393049;90393049;90393623;90393623;90394704;90394704;90395692;90395692;90396742;90396742;90397157;90397157;90397892;90397892;90398527;90398527;90399862;90399862;90400553;90400553;90402872;90402867;90403902;90403902;90405711;90405711;90406293;90406293;90408754;90408754;90409446;90409446;90410013;90410013;90410575;90410575;90411397;90411397;90411780;90411780;90415911;90415911;90417195;90417195;90418347;90418347;90420513;90420513;90421975;90421975;90422505;90422505;90423015;90423015;90424470;90424470;90425488;90425488;90426528;90426528;90428346;90428346;90428749;90428749;90428944;90428944;90432862;90432862;90433338;90433338;90435115;90435115;90437674;90437674;90438858;90438858;90440642;90440642;90442494;90442494;90448174;90448174;90450097;90450097;90452999;90452999;90453433;90453433;90455130;90455130;90455345;90455345;90457189;90457189;90459088;90459088;90459088;90459470;90459470;90459470;90460251;90460251;90460251;90461301;90461301;90461301;90463341;90463341;90463341;90463949;90463949;90463949;90466109;90466109;90466109;90468070;90468070;90468070;90468679;90468679;90468679;90471467;90471467;90471467;90472249;90472249;90472249;90481340;90481340;90481340;90482440;90482440;90482440;90484452;90484452;90484452;90486414;90486414;90486414;90490012;90490012;90490012;90491311;90491311;90491311;90494845;90494845;90497676;90497676;90499630;90499630;90499630;90500120;90500120;90500120;90503673;90503673;90503673;90503926;90503926;90503926;90504520;90504520;90504520;90513273;90513273;90513273;90529437;90529442;90529442	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	18602	92
ENSG00000228124	6;6	90383188;90385115	90383271;90385502	+;+	472	0
ENSG00000220871	6	90507317	90507596	+	280	0
ENSG00000217653	6	90524428	90525182	+	755	0
ENSG00000238747	6	90533014	90533115	+	102	0
ENSG00000118412	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	90539613;90539619;90539650;90539650;90539650;90539658;90539660;90556281;90556281;90556281;90556281;90556281;90556281;90556281;90562885;90562885;90562885;90562885;90562885;90562885;90562885;90564536;90564536;90564536;90564536;90564536;90564536;90564536;90565189;90565189;90565189;90565189;90565189;90565189;90565189;90566803;90566803;90566803;90566803;90566803;90566803;90566803;90569180;90571845;90571845;90571845;90571845;90575672;90575672;90581008;90581008;90581008;90583525;90583525	90539653;90539786;90541058;90541058;90541058;90539825;90539786;90556363;90556363;90556363;90556363;90556363;90556363;90556363;90562953;90562953;90562953;90562953;90562953;90562953;90562953;90564636;90564636;90564636;90564636;90564636;90564636;90564636;90565263;90565263;90565263;90565263;90565263;90565263;90565263;90566918;90566918;90567068;90566918;90567068;90566918;90566918;90570561;90574090;90574090;90572512;90572512;90578801;90578801;90581107;90581107;90581122;90584153;90584155	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9544	36
ENSG00000199630	6	90551048	90551143	+	96	0
ENSG00000218300	6	90586263	90586597	+	335	0
ENSG00000219240	6;6	90595875;90597147	90596849;90597567	+;+	1396	0
ENSG00000135355	6	90604188	90605839	+	1652	0
ENSG00000252891	6	90608002	90608111	-	110	0
ENSG00000232532	6;6	90629915;90630844	90630034;90631479	+;+	756	0
ENSG00000112182	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	90636248;90636248;90641204;90647863;90647863;90647863;90659989;90659989;90659989;90717809;90718321;90718321;90718321;90718321;90718321;90718321;90798680;90798680;90798680;90798680;90798680;90798680;90798773;90798785;90814084;90916288;90916288;90916288;90916288;90916288;90916288;90916288;90916288;90916288;90927698;90962232;90962232;90981568;90981568;90981568;90981568;91006199;91006199;91006199;91006199;91006199;91006199;91006199;91006199	90642609;90642609;90642609;90648069;90648069;90648069;90661581;90661581;90661581;90717977;90718575;90718546;90718575;90718575;90718575;90718575;90798828;90798828;90798828;90798828;90798828;90798828;90798828;90798828;90814154;90916400;90916400;90916400;90916400;90916395;90916400;90916395;90916400;90916400;90927964;90962309;90962309;90981660;90981660;90981660;90981660;91006461;91006461;91006461;91006461;91006461;91006461;91006627;91006461	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9786	0
ENSG00000226455	6;6;6;6;6	90659835;90660130;90661350;90661350;90662670	90659893;90660293;90661708;90661825;90662905	+;+;+;+;+	935	0
ENSG00000222078	6	90710941	90711225	-	285	0
ENSG00000218730	6	90826419	90826824	-	406	0
ENSG00000266760	6	91022461	91022552	+	92	0
ENSG00000260271	6;6;6;6;6;6	91054938;91055695;91056376;91066099;91070487;91071666	91055110;91055840;91056509;91066332;91070544;91072351	+;+;+;+;+;+	1431	0
ENSG00000252676	6	91156491	91156565	+	75	0
ENSG00000135341	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	91223292;91223292;91223292;91223292;91225353;91225402;91228166;91228166;91228166;91228166;91228977;91228977;91228977;91228977;91228977;91228977;91233397;91233397;91233397;91233397;91233397;91233397;91246056;91246056;91246056;91246056;91246056;91246056;91254271;91254271;91256977;91256977;91256977;91256977;91256977;91257766;91257766;91257766;91257766;91257766;91260187;91260187;91260187;91260187;91260187;91261768;91261768;91261768;91261768;91263177;91263177;91263177;91263177;91263177;91266219;91266219;91266219;91266219;91269795;91269795;91269795;91269795;91271341;91271341;91271341;91271341;91278277;91278277;91278277;91278277;91281416;91281416;91281416;91281416;91296483;91296483;91296483;91296483	91226400;91226400;91226400;91226400;91226400;91226400;91228281;91228281;91228281;91228281;91229038;91229038;91229038;91229038;91229038;91229038;91233502;91233502;91233502;91233502;91233502;91233502;91246120;91246937;91246120;91246120;91246120;91246120;91254351;91254351;91257106;91257106;91257106;91257106;91257106;91257896;91257896;91257896;91257896;91257896;91261898;91260268;91260268;91260268;91260268;91261898;91261898;91261898;91261898;91263183;91263305;91263305;91263305;91263305;91266343;91266343;91266343;91266343;91269933;91269933;91269933;91269933;91271386;91271386;91271386;91271386;91278342;91278342;91278342;91278342;91281526;91281526;91281526;91281526;91296764;91296764;91296608;91296602	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7227	28
ENSG00000224605	6;6;6	92100031;92101922;92102633	92100262;92102045;92102718	-;-;-	442	0
ENSG00000263734	6	92231378	92231455	+	78	0
ENSG00000224944	6;6;6;6	92339633;92343399;92394766;92400029	92339947;92343553;92394910;92400146	-;-;-;-	733	0
ENSG00000262095	6	92436528	92436788	+	261	0
ENSG00000219087	6	92436877	92437042	+	166	0
ENSG00000220340	6	92437000	92437223	-	224	0
ENSG00000240961	6	92449327	92449614	+	288	0
ENSG00000219867	6	92525561	92526146	-	586	0
ENSG00000220553	6	92723560	92724452	+	893	0
ENSG00000200492	6	92829240	92829349	+	110	0
ENSG00000261038	6	93097559	93098545	-	987	0
ENSG00000265419	6	93354459	93354526	+	68	0
ENSG00000220908	6;6	93432721;93433040	93432805;93433547	-;-	593	0
ENSG00000221455	6	93500171	93500382	+	212	0
ENSG00000238412	6	93521759	93521852	+	94	0
ENSG00000219387	6;6	93596969;93597512	93597107;93598299	-;-	927	0
ENSG00000235099	6;6	93780105;93812508	93780248;93813102	+;+	739	0
ENSG00000213187	6	93801694	93802478	-	785	0
ENSG00000135333	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	93949738;93955016;93956510;93964365;93965546;93967180;93967817;93969072;93973578;93974312;93979195;93982016;94066435;94067974;94119372;94120219;94124421;94124421;94128963;94128963	93953258;93955171;93956703;93964514;93965755;93967241;93968002;93969197;93973633;93974420;93979378;93982140;94066770;94068129;94120888;94120888;94124485;94124485;94129265;94129244	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7456	0
ENSG00000252249	6	94588824	94588947	+	124	0
ENSG00000229600	6;6	94596618;94598802	94596774;94599128	+;+	484	0
ENSG00000231143	6;6	94873638;94904142	94873667;94904376	+;+	265	0
ENSG00000220370	6	95054455	95054680	+	226	0
ENSG00000270484	6	95151748	95153527	-	1780	0
ENSG00000216853	6	95156458	95156897	-	440	0
ENSG00000219627	6	95952058	95952372	+	315	0
ENSG00000261366	6	96023059	96025326	-	2268	0
ENSG00000172469	6;6;6;6;6;6;6;6;6;6;6;6	96025419;96025419;96034278;96034278;96036098;96037876;96044613;96044613;96052703;96052703;96053624;96053624	96025514;96025514;96035257;96034859;96036137;96038049;96044722;96044722;96052779;96052779;96057333;96053899	+;+;+;+;+;+;+;+;+;+;+;+	5187	60
ENSG00000219549	6;6	96077991;96080639	96078322;96080805	-;-	499	0
ENSG00000219941	6	96438983	96440225	+	1243	0
ENSG00000172461	6;6;6;6;6;6	96463860;96463860;96468710;96484520;96561915;96651024	96464088;96464088;96468849;96485315;96562003;96663488	+;+;+;+;+;+	13719	0
ENSG00000242560	6	96730443	96730737	+	295	0
ENSG00000233797	6;6;6;6;6;6;6	96806250;96809346;96812647;96817257;96846785;96967171;96969517	96806306;96809463;96812683;96817356;96846910;96967251;96969545	-;-;-;-;-;-;-	548	0
ENSG00000014123	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	96969471;96969684;96970739;96971022;96972258;96973173;96974197;96976378;96982139;96984120;96985250;96986507;96988411;96990770;96996040;96997288;96997545;96999309;96999714;97000358;97001161	96969826;96969826;96970840;96971167;96972286;96973270;96974311;96976508;96982197;96984266;96985425;96986686;96988531;96990892;96996157;96997454;96997675;96999389;96999799;97000538;97003152	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4539	80
ENSG00000112214	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	97010424;97010460;97010460;97011001;97051478;97051478;97051478;97052626;97052626;97052626;97053778;97053778;97053778;97058448;97058448;97058448;97063485;97063485	97010596;97010596;97010596;97011231;97051648;97051648;97051648;97052800;97052800;97052800;97053947;97053947;97053947;97058634;97058573;97058634;97064444;97064512	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2135	0
ENSG00000213183	6	97096365	97096945	-	581	0
ENSG00000207309	6	97097329	97097467	-	139	0
ENSG00000219139	6	97101150	97102018	+	869	0
ENSG00000217331	6	97120005	97120845	-	841	0
ENSG00000216518	6	97198700	97199604	+	905	0
ENSG00000224384	6;6;6	97233013;97238529;97243475	97233207;97238591;97243697	+;+;+	481	0
ENSG00000112218	6;6;6;6;6	97242002;97245888;97279657;97285144;97285144	97247757;97247757;97279774;97285353;97285339	-;-;-;-;-	6084	6
ENSG00000123545	6;6;6;6;6;6;6;6;6	97337189;97338888;97339027;97343960;97344620;97344620;97344620;97345542;97345542	97339267;97339267;97339267;97344029;97344723;97344794;97344723;97345750;97345757	-;-;-;-;-;-;-;-;-	2540	14
ENSG00000263479	6	97362577	97362871	-	295	0
ENSG00000186231	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	97372605;97372665;97372665;97372752;97414872;97414872;97414872;97414872;97414885;97423873;97423873;97423873;97423873;97423873;97489368;97489368;97489368;97512504;97512504;97512504;97512504;97512504;97533002;97533002;97533002;97533002;97553319;97561659;97561659;97561659;97561659;97575280;97575280;97575280;97575280;97575280;97578633;97578633;97578633;97578633;97578633;97580529;97580529;97580529;97580529;97586997;97586997;97586997;97586997	97372902;97372902;97372902;97372902;97414959;97414959;97414959;97414959;97414959;97424053;97424053;97424053;97424053;97424053;97489475;97489475;97489475;97512602;97512602;97512602;97512602;97512602;97533217;97533217;97533217;97533217;97553397;97562055;97562385;97562385;97562385;97575338;97575338;97575338;97575338;97575338;97578818;97578825;97578825;97578825;97578825;97580623;97580623;97580623;97580623;97587567;97587879;97587503;97588630	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3777	0
ENSG00000146263	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	97590037;97594421;97597729;97597729;97599454;97599647;97599647;97609878;97609878;97609878;97613122;97613122;97615947;97615947;97620939;97620939;97626319;97626319;97627284;97627284;97629780;97629780;97634373;97634373;97676770;97676770;97678145;97679302;97679302;97681737;97681737;97681737;97693855;97694504;97694504;97694504;97694504;97694504;97701341;97702433;97702433;97702433;97702433;97702433;97706539;97707248;97707539;97711211;97711211;97711211;97711211;97711211;97711211;97711211;97711211;97713596;97715748;97715748;97715748;97715748;97715748;97715748;97715748;97715780;97717778;97717778;97717778;97717778;97717778;97717778;97717778;97717778;97717778;97717778;97717983;97720580;97720580;97720580;97720580;97720580;97720580;97720580;97720580;97720851;97720851;97720851;97720851;97720851;97720851;97720851;97726725;97726725;97726725;97726725;97726725;97726725;97726725;97729113;97729113;97729113;97729113;97729113;97729113;97729113;97730190;97730190;97730190;97730190;97730190;97730190;97730863;97730921;97730954;97730972	97594763;97594763;97597896;97597896;97599743;97599743;97599743;97609921;97610041;97610041;97613333;97613333;97616116;97616116;97621098;97621098;97626461;97626461;97627435;97627435;97629930;97629930;97634566;97634566;97677279;97677279;97679528;97679528;97679528;97681856;97681856;97681856;97694032;97694566;97694566;97694566;97694566;97694566;97702609;97702609;97702609;97702609;97702609;97702609;97709850;97707545;97707545;97711324;97711324;97715878;97711324;97711228;97711324;97711324;97711324;97715878;97715878;97715878;97715878;97715878;97715878;97715878;97715878;97715878;97717868;97720757;97717868;97717868;97717868;97717868;97717868;97717868;97717868;97717868;97718159;97720671;97720757;97720677;97720757;97720757;97720757;97720757;97720757;97720938;97720981;97720938;97720938;97720938;97720938;97720938;97726774;97726774;97726774;97726774;97726774;97726774;97726774;97729238;97729238;97729238;97729180;97729238;97729238;97729238;97730429;97730429;97730387;97730429;97730429;97730429;97731052;97731064;97731093;97731086	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	21793	29
ENSG00000226684	6;6;6;6	97731179;97753462;97753870;97757858	97731480;97753972;97753974;97757924	+;+;+;+	882	0
ENSG00000224849	6;6	98150157;98155563	98150240;98155979	+;+	501	0
ENSG00000242486	6;6	98155635;98180278	98155680;98180588	+;+	357	0
ENSG00000226207	6;6;6	98158829;98160213;98164977	98159074;98160368;98165073	-;-;-	499	0
ENSG00000271860	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	98264585;98275925;98333377;98386665;98417282;98417282;98523943;98547062;98547062;98547062;98723040;98723040;98723040;98727632;98740440;98742063;98809214;98846347;98846347;98846347	98264632;98276082;98333531;98386849;98417342;98417342;98524021;98547146;98547146;98547146;98723143;98723143;98723143;98727735;98740556;98742186;98809288;98846647;98847748;98846739	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2697	0
ENSG00000238367	6	98472407	98472497	+	91	0
ENSG00000220505	6	98627375	98627708	-	334	0
ENSG00000236920	6;6	98657896;98662493	98658599;98662559	-;-	771	0
ENSG00000235504	6	99006310	99006447	+	138	0
ENSG00000187472	6;6	99228133;99241841	99228380;99241868	-;-	276	0
ENSG00000184486	6	99282580	99286660	+	4081	0
ENSG00000112234	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	99316420;99321601;99323291;99323291;99328429;99328429;99347144;99347144;99353302;99353302;99365250;99365250;99374353;99374353;99375581;99375581;99382638;99395682;99395682	99322317;99322317;99323603;99323603;99328500;99328500;99347357;99347357;99353546;99353546;99365595;99365595;99374936;99374936;99375698;99375698;99382755;99395849;99395802	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8076	8
ENSG00000271042	6	99530325	99530637	+	313	0
ENSG00000265226	6	99572485	99572572	+	88	0
ENSG00000232699	6;6	99622620;99622620	99623355;99623357	+;+	738	0
ENSG00000146267	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	99719045;99728543;99728611;99731982;99739580;99739580;99771320;99771359;99781227;99781227;99790774;99790774;99790774;99796983;99796983;99797892	99729329;99729329;99729329;99732088;99739696;99739696;99771543;99771543;99781423;99781423;99790909;99790909;99790810;99797104;99797531;99797938	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11662	0
ENSG00000132423	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	99817276;99817276;99817280;99819304;99819304;99819304;99823816;99823994;99825262;99825262;99825262;99825262;99828065;99828065;99828065;99830884;99831574;99831574;99831574;99841950;99841950;99841950	99817696;99817696;99817696;99819463;99819463;99819463;99824058;99824058;99825361;99825361;99825330;99825361;99828217;99828217;99828217;99831006;99831700;99831700;99831700;99842067;99842080;99842080	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1458	8
ENSG00000132424	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	99845927;99847840;99847851;99849336;99849337;99849338;99850416;99850416;99850416;99850416;99850416;99850416;99851705;99851705;99851705;99852479;99852479;99852479;99853907;99853907;99853907;99853907;99855957;99855957;99855957;99856029;99857049;99857049;99857049;99857049;99858617;99858617;99858617;99858817;99859612;99859667;99860427;99860427;99860427;99860427;99860427;99862448;99862448;99862448;99862448;99862448;99862448;99863445;99864225;99864225;99864225;99864225;99873091;99873091;99873091;99873091;99873091;99873091	99849506;99849506;99848187;99849506;99849506;99849506;99850586;99850586;99850473;99850586;99852422;99850586;99852578;99851758;99851758;99852578;99852578;99852578;99854044;99854003;99854044;99854044;99856147;99856147;99856147;99856147;99858868;99857220;99857220;99857220;99858840;99858840;99858840;99858840;99860194;99860615;99860615;99860615;99860615;99860615;99860615;99864304;99862566;99862566;99862566;99862566;99862566;99863623;99864304;99864304;99864304;99864304;99873134;99873146;99873151;99873184;99873207;99873184	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10870	110
ENSG00000228506	6;6	99872798;99878589	99873774;99879249	+;+	1638	0
